	alamat	judul								1st glance	2nd glance
1948	https://indeks.kompas.com/?site=nasional&date=2020-05-26&page=5	NA									
1949	https://indeks.kompas.com/?site=nasional&date=2020-05-26&page=5	NA									
1950	https://indeks.kompas.com/?site=nasional&date=2020-05-26&page=5	NA									
1951	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Peringatan Bulan Bung Karno di Tengah Pandemi Covid-19								net	
1952	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Mendagri Terbitkan Surat Edaran soal Pelarangan Bansos untuk Kepentingan Pilkada								x	
1953	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Temui Sri Mulyani, Mendagri Minta Pemotongan Anggaran Pilkada 2020 Direvisi								x	
1954	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	KPU: Pelaksanaan Pilkada 2020 Harus Sesuai Protokol Kesehatan								pos	
1955	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	"Era ""New Normal"", Personel TNI-Polri Akan Berjaga di Mal hingga Tempat Wisata"								pos	
1956	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	"Pemerintah Jamin TNI-Polri Utamakan Pendekatan Persuasif dalam Era ""New Normal"""								pos	
1957	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Polisi Sita 698 Kendaraan Travel Gelap yang Melanggar Larangan Mudik								x	
1958	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	KPK Berkomitmen Tingkatkan Pencapaian Strategi Nasional Pencegahan Korupsi								x	
1959	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Ini Penyebab Kasus Harian Covid-19 di Jawa Timur Meningkat								neg	
1960	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Semangat Pelaksanaan Pilkada tak Diiringi Upaya Pencegahan Penyebaran Covid-19								neg	
1961	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Masyarakat Perlu Dilibatkan secara Luas dalam Stranas Pencegahan Korupsi								x	
1962	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Rabu Pekan Depan, Lima Tersangka Kasus Jiwasraya Jalani Sidang Perdana								x	
1963	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	PDI-P Tetap Lakukan Persiapan Pilkada, Optimistis Covid-19 Dapat Diatasi								pos	
1964	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Panglima TNI Pimpin Sertijab Pangkohanudnas dan Penyerahan Jabatan Pangkogabwilhan								x	
1965	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=1	Pemerintah: Pola Hidup Bersih dan Sehat Penting dalam Kehidupan Normal yang Baru								pos	
1966	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Pimpinan DPR: Protokol â€œNew Normalâ€ Diprioritaskan Sesuai Protokol Covid-19								pos	
1967	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Pemerintah: Insentif Tenaga Medis Sudah Disalurkan Sejak 22 Mei								pos	
1968	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	"Puan Maharani Nilai Pelaksanaan ""New Normal"" Butuh Transparansi Data"								pos	
1969	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	KPU Sebut Pelaksanaan Pilkada di Tengah Pandemi Perlu Penambahan Anggaran								net	
1970	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	New Normal, Pemerintah Ingin Hanya Orang Sehat yang Masuk Mal								pos	
1971	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	UPDATE 27 Mei: Data Sebaran 55 Pasien Meninggal akibat Covid-19 di 12 Provinsi								neg	
1972	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	UPDATE 27 Mei: Sebaran 23.851 Kasus Covid-19 di Indonesia, DKI Jakarta 6.895 Kasus								neg	
1973	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Jubir Pemerintah; Pusat dan Daerah Wajib Lakukan Pemeriksaan Masif, Tracing Agresif, dan Isolasi Ketat								pos	
1974	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Polri Catat 140 Napi Asimilasi Kembali Lakukan Tindak Pidana								x	
1975	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Data Sebaran 180 Pasien Sembuh dari Covid-19 di 23 Provinsi, Jabar Tertinggi								pos	
1976	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Ada 11 Posko Penyekatan Arus Balik Lebaran di Jabodetabek, Ini Lokasinya								x	
1977	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	31 WNI Jemaah Tabligh di India Divonis Bebas								x	
1978	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	"Fase ""New Normal"", Kantor dan Ruang Publik Harus Sediakan Tempat Cuci Tangan"								pos	
1979	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Tingkatkan Imunitas Masyarakat, Wakil Ketua DPR Dukung Perjuangan HMS Melalui Obat Herbal								pos	
1980	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=2	Pemerintah Diminta Perbaiki Rancangan Perpres soal TNI Tangani Terorisme								x	
1981	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Menko Airlangga: DKI Jakarta Siap Terapkan New Normal Setelah 4 Juni								pos	
1982	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	UPDATE 27 Mei: 14.313 Spesimen Dites Covid-19, Lampaui Target Jokowi								pos	
1983	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Dua ABK WNI Kapal Long Xing 606 Tiba di China								x	
1984	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Pemerintah Sebut Tak Ada Lagi Penambahan Kasus Covid-19 Signifikan di Sejumlah Provinsi								pos	
1985	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Penyekatan Arus Balik Lebaran, Korlantas: Tak Hanya Fisik, Virtual Juga								x	
1986	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	KPU Terima Surat dari Gugus Tugas Covid-19: Tahapan Pilkada Boleh Dilanjutkan								pos	
1987	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	"110 Daerah yang Belum Terdampak Covid-19 Bersiap Terapkan ""New Normal"""								pos	
1988	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	UPDATE 27 Mei: Pemerintah Telah Periksa 278.411 Spesimen Terkait Covid-19								pos	
1989	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	UPDATE 27 Mei: Jumlah ODP Mencapai 49.942 Orang								neg	
1990	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Update Kasus Baru Covid-19 Tersebar di 27 Provinsi, Jatim Tertinggi								net	
1991	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Anggota Banggar DPR Nilai Pemerintah Sepelekan Dampak Sosial Ekonomi Covid-19								neg	
1992	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Pemantauan TII: Strategi Nasional Pencegahan Korupsi Belum Memadai								x	
1993	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Polri Akan Bertindak Persuasif dan Humanis Terkait Penyekatan Arus Balik Lebaran								x	
1994	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Penerjunan TNI-Polri Justru akan Tingkatkan Kedisiplinan Masyarakat Melawan Covid-19								pos	
1995	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=3	Menko Airlangga Tegaskan Belum Ada Rencana Buka Mal di Jakarta								pos	
1996	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Mendagri: Gugus Tugas Covid-19 Dukung Pelaksanaan Pilkada 9 Desember 2020								pos	
1997	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	UPDATE 27 mei: Bertambah 180, Kini Ada 6.057 Orang Sembuh dari Covid-19								pos	
1998	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	UPDATE 27 Mei: Bertambah 55, Pasien Covid-19 Meninggal Jadi 1.473 Orang								neg	
1999	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Antisipasi Arus Balik, Polri Dirikan 116 Pos Penyekatan								x	
2000	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	UPDATE 27 Mei: Tambah 686, Total Kasus Covid-19 di Indonesia Mencapai 23.851  								neg	
2001	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Pilkada di Tengah Pandemi Dinilai Lebih Rawan Buka Ruang Korupsi								neg	
2002	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Kemenlu: Arab Saudi Belum Putuskan soal Pelaksanaan Ibadah Haji 2020								x	
2003	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Doni Monardo: Pengerahan TNI-Polri Bukan untuk Menakuti Masyarakat...								x	
2004	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Mendes PDTT: 47.030 Desa Sudah Menerima BLT Dana Desa								x	
2005	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Menteri Desa: Ada 38 Kabupaten/Kota Nol Persen Salurkan BLT Dana Desa								x	
2006	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	47 WNI Positif Covid-19 di Kuwait adalah Perawat								neg	
2007	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Menko Airlangga: New Normal Dihentikan jika Ada Gelombang Kedua Covid-19								neg	
2008	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Komisi II DPR Gelar Rapat Kerja dengan Mendagri, KPU, Bawaslu dan DKPP Bahas Tahapan Pilkada 2020								x	
2009	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Gugus Tugas Keluarkan Edaran, Tegaskan Status Darurat Bencana Masih Berlaku								neg	
2010	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=4	Saat Wawancara Siti Fadilah dengan Deddy Corbuzier Berujung Polemik...								x	
2011	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Kecewa terhadap Pemilihan Dirut TVRI oleh Dewas, Anggota Komisi I Akan Jadikan Bahan Evaluasi								x	
2012	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Hari Ini, Pewawancara Said Didu Akan Diperiksa Terkait Laporan Menko Luhut								x	
2013	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Guru Honorer Ini Jadi Saksi Manfaat Nyata Program Kartu Prakerja								x	
2014	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	"""New Normal"", Rumah Ibadah Akan Dibuka Bertahap"								pos	
2015	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	"Pemerintah Siapkan Rencana ""New Normal"", PKB Minta Kondisi Pesantren Diperhatikan"								pos	
2016	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	KSAU Rumuskan 9 Program Prioritas Bangun Kekuatan TNI AU								x	
2017	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Hadapi Covid-19, Gugus Tugas Kenalkan 4 Sehat 5 Sempurna Kekinian								pos	
2018	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Iman Brotoseno Resmi Dilantik Jadi Dirut TVRI 								x	
2019	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Jokowi: Ini Betul-betul Saya Minta, Jawa Timur Menjadi Perhatian								x	
2020	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Covid-19 Masih Mewabah, Pemerintah dan DPR Didesak Tunda Pilkada hingga 2021								net	
2021	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Soal OTT Pejabat UNJ, MAKI Laporkan Deputi Penindakan KPK ke Dewan Pengawas								x	
2022	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Dewas Tunjuk Iman Brotoseno Jadi Dirut PAW TVRI, Ini Respons Helmy Yahya								x	
2023	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Hadapi New Normal, KSAU Perkuat Komunitas Intelijen, Kualitas SDM, hingga Kesiapan Alutsista								pos	
2024	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Pemerintah Diminta Benahi Tata Kelola Penempatan ABK WNI di Kapal Asing								x	
2025	https://indeks.kompas.com/?site=nasional&date=2020-05-27&page=5	Ahli Epidemiologi: New Normal di 25 Kabupaten/Kota Bisa Dilakukan jika... 								net	
2026	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Pemerintah Diminta Pastikan Ketersediaan APD untuk Penyelenggara Pilkada 2020								pos	
2027	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Ketua KPU: Pilkada Tetap Desember 2020, Tidak Akan Mundur Lagi								x	
2028	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	"Ketua MPR Minta Penerapan ""New Normal"" Berbasis Data yang Valid"								pos	
2029	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Ketua MPR: Jangan Sampai New Normal Jadi Pemicu Gelombang Kedua Covid-19								pos	
2030	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Kejagung Periksa 48 Staf KONI Pusat Terkait Dugaan Korupsi Dana Hibah								x	
2031	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	"Kritik Lemahnya Pemberantasan Korupsi, ICW: KPK Memasuki Era ""New Normal"""								x	
2032	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Sambut New Normal, Ada Senyum Tito di Selubung Masker								net	
2033	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Pelaksanaan New Normal di Daerah Perlu Koordinasi dengan Kemendagri								net	
2034	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Indonesia Diprediksi Kehilangan Kunjungan 4 Juta Wisatawan Mancanegara Selama Pandemi								neg	
2035	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	MUI Laporkan Hoaks soal Penolakan Rapid Test Covid-19 ke Bareskrim Polri								neg	
2036	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	97 Pendaftar Calon Anggota Komisi Yudisial, Tiga di Antaranya Petahana								x	
2037	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Menparekraf Sebut Pariwisata Bali Berpotensi Dibuka Kembali, Ini Alasannya								pos	
2038	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	"Era ""New Normal"", Pemerintah Diminta Libatkan Ahli Epidemiologi Ketimbang TNI-Polri"								pos	
2039	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	UPDATE 28 Mei: RSD Wisma Atlet Tangani 763 Pasien Positif Covid-19								net	
2040	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=1	Zulkifli Minta Kader PAN Perjuangkan Ambang Batas Parlemen Tetap 4 Persen								x	
2041	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	"Jokowi: Hati-hati, Begitu Ada ""Imported Case"" Covid-19, Citra Pariwisata Akan Buruk"								neg	
2042	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Kemendagri dan KPK Sepakat, Penyaluran Bansos Harus Berbasis NIK								x	
2043	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Pariwisata Dibuka Lagi Saat New Normal, Bali Jadi Pertimbangan Pemerintah								pos	
2044	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Pelaksanaan Pilkada Saat Pandemi Covid-19 Dikritik, Ini Respons Komisi II DPR								net	
2045	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Soal Pemberian Vonis Rendah Kasus Korupsi, ICW: Harusnya Jadi Perhatian Ketua MA								x	
2046	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Perludem: Pilkada 2020 Belum Punya Dasar Hukum Terkait Protokol Penanganan Covid-19								neg	
2047	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	KPU Usul Penambahan Anggaran Pilkada, Salah Satunya untuk Tes Covid-19								pos	
2048	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Karena Sering Ditanya, Zulkifli Tegaskan bahwa PAN Mitra Kritis Pemerintah								x	
2049	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Data Sebaran 23 Pasien Meninggal akibat Covid-19, Terbanyak di Jawa Timur								neg	
2050	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	KPK Dinilai Menganggap Remeh Kasus Harun Masiku dan Wahyu Setiawan								x	
2051	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Pemerintah Minta Pemilik Toko Atur Arus Pengunjung supaya Tak Ada Penumpukan								x	
2052	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	ICW: Sudah Diprediksi, Kasus yang Libatkan Harun Masiku Divonis Rendah								x	
2053	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Perludem: Keputusan Melanjutkan Tahapan Pilkada 2020 Ancam Keselamatan Jiwa Penyelenggara dan Pemilih								x	
2054	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Pemerintah Minta Masyarakat Biasakan Diri Bergaya Hidup New Normal								pos	
2055	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=2	Data 28 Mei, Delapan Provinsi Catatkan 0 Kasus Baru Covid-19								pos	
2056	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Dinkes: Tingkat Penularan Covid-19 di DKI Berada di Kisaran Angka 1								pos	
2057	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	UPDATE 28 Mei: Penambahan Kasus Covid-19 Tertinggi di Jawa Timur								net	
2058	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Kasus ABK yang Dilarung ke Perairan Somalia, Polda Jateng Akan Periksa Saksi Ahli 								x	
2059	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Penambahan Pasien Baru Covid-19 di Kalsel Cukup Signifikan								neg	
2060	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	"Soal ""New Normal"", Wakil Ketua DPR Minta Semua Pihak Persiapkan Diri"								net	
2061	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	5 Persen Pasien Covid-19 Anak-anak, Kementerian PPPA Minta Jangan Sepelekan								net	
2062	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	UPDATE 28 Mei: Data Sebaran 6.240 Pasien Sembuh dari Covid-19, DKI Jakarta 1.702								pos	
2063	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Pasca-militer China dan India Bentrok, Wakil DPR Minta Kedua Negara Menahan Diri								x	
2064	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Penambahan Kasus Covid-19 di Jakarta Didominasi Pekerja Migran								neg	
2065	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Hingga 28 Mei, Ada 48.749 ODP dan 13.250 PDP Covid-19 di Indonesia								net	
2066	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Ini Sebaran 24.538 Kasus Covid-19, Jatim Catatkan Penambahan Tertinggi								neg	
2067	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Larangan Mudik Sejak 24 April, Total 94.575 Kendaraan Disuruh Putar Balik								x	
2068	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Mendagri: Praktik Calo dan Pungli di Kantor Dukcapil Harus Diberantas								x	
2069	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	Eks Komisioner KPU Didakwa Terima Gratifikasi dari KPU Papua Barat								x	
2070	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=3	UPDATE 28 Mei: Tambah 183, Kini Ada 6.240 Pasien Sembuh dari Covid-19								pos	
2071	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Hingga 28 Mei Ada 289.906 Spesimen Dites Covid-19, Tambah 11.495								pos	
2072	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	UPDATE 28 Mei: Tambah 23 Orang, Pasien Meninggal Dunia akibat Covid-19 Jadi 1.496								neg	
2073	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	UPDATE 28 Mei: Bertambah 687, Total Kasus Covid-19 di Indonesia Jadi 24.538								neg	
2074	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Zulkifli Hasan: Dinamika Kongres PAN Sudah Selesai, Saatnya Tutup Buku								x	
2075	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Konser #CukupDariRumah Sukses Galang Dana Rp 1 Miliar Lebih untuk Penanganan Covid-19								pos	
2076	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Rekomendasi New Normal di Sekolah: Hilangkan Jam Istirahat dan Belajar Hanya 4 Jam								net	
2077	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	New Normal, Menpar Janjikan Promo Wisata dengan Harga Menarik								pos	
2078	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Layanan SIM, STNK, dan BPKB Masih Ditutup hingga 29 Juni 2020								x	
2079	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Bantu Tenaga Medis, Tim Cekal Corona Dompet Dhuafa Distribusikan APD ke 4 Lokasi								pos	
2080	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Pelaksanaan Pilkada Desember 2020 Dinilai Tak Realistis								x	
2081	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Bersama Omar & Hana, Dompet Dhuafa Antisipasi Kejenuhan Anak di Rumah 								x	
2082	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	AJI Jakarta Desak Polisi Usut Dugaan Doxing dan Intimidasi ke Jurnalis Detik.com								x	
2083	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Eks Anak Buah Hasto di PDI Perjuangan Divonis 1 Tahun 8 Bulan Penjara								x	
2084	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Ini Ancaman Pidana bagi yang Melawan Petugas Selama New Normal								net	
2085	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=4	Rentan Terdampak Pandemi, Pewarta Dapat Bantuan Sembako dari Dompet Dhuafa dan PWI 								pos	
2086	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	"""New Normal"" di Sekolah, Guru Harus Siap Ubah Model Belajar di Kelas"								pos	
2087	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	New Normal di Sekolah, Peran Orangtua Jadi Kunci 								net	
2088	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	New Normal saat Pilkada, Celupkan Jari ke Tinta Bakal Ditiadakan								net	
2089	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Kasus PAW Anggota DPR PDI-P, Eks Komisioner KPU Wahyu Setiawan Didakwa Terima Suap Rp 600 Juta								x	
2090	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	"Ini Rekomendasi Kementerian PPPA untuk ""New Normal"" di Sekolah"								net	
2091	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Kejagung Kembalikan Berkas Kasus Paniai ke Komnas HAM untuk Kedua Kali								x	
2092	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Pilkada Saat Pandemi, Ketua KPU Berharap Partisipasi Masyarakat Tetap Tinggi								net	
2093	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Pariwisata Dibuka Lagi, tetapi Didahului Simulasi dan Uji Coba Pencegahan Covid-19								pos	
2094	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Menpar: Kalau Angka Covid-19 Naik, Pariwisata Dihentikan Lagi								pos	
2095	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Hindari Penularan Covid-19, MUI Bakal Kaji Kemungkinan Shalat Jumat Bergelombang								pos	
2096	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Ahli Sebut Kebijakan Pemerintah Saat Wabah Justru Bebani Publik								x	
2097	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	KPU Usulkan Penyediaan Alat Coblos Kertas Suara Sekali Pakai								x	
2098	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Kasus Covid-19 Masih Tinggi, Muhammadiyah Pertanyakan Rencana New Normal								net	
2099	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Perludem Desak Pilkada Diundur hingga 2021								x	
2100	https://indeks.kompas.com/?site=nasional&date=2020-05-28&page=5	Kapolri: Pengerahan TNI-Polri Bukan untuk Penegakan Hukum								x	
2101	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	CLS UGM: Diskusi soal Pemberhentian Presiden Bersifat Akademis, Tak Terkait Politik								x	
2102	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Terkait Pelantikan Iman Brotoseno, Komisi I Sebut Dewas TVRI Langgar UU MD3								x	
2103	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Koalisi Masyarakat Sipil Penolak UU Minerba Gelar Sidang Rakyat								x	
2104	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	KPK Minta ICW Hormati Putusan Hakim Terkait Kader PDI-P Saeful Bahri								x	
2105	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	"Muhaimin Iskandar Minta Pelaksanaan ""New Normal"" Diawasi Ketat"								pos	
2106	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Kuasa Hukum: Pernyataan Farid Gaban Merupakan Kritik, Tak Dilandasi Niat Jahat								x	
2107	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Komite Penyelamat TVRI Kecam Pelantikan Iman Brotoseno sebagai Dirut								x	
2108	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	"Mendagri Terbitkan Pedoman ""New Normal"", Atur Protokol di Mal hingga Salon"								pos	
2109	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	"Pemerintah Diminta Susun Panduan ""New Normal"" Bersama Pemda"								pos	
2110	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Pemerintah Targetkan 4 Juta Tenaga Kerja lewat Proyek Strategis Nasional								x	
2111	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Jubir Pemerintah: Perasaan Gembira Kunci Imunitas Tubuh dari Covid-19								net	
2112	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	KPK Setor Rp 1,1 Miliar ke Kas Negara								x	
2113	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Lima Provinsi dengan Kenaikan Kasus Positif Covid-19 Tertinggi pada 29 Mei								neg	
2114	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Masa Pemberian Bansos Diperpanjang hingga Desember, namun Nilainya Berkurang								x	
2115	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=1	Wapres Ma'ruf Akui Banyak Hal yang Harus Diperbaiki dalam Penanganan Covid-19								net	
2116	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=2	Dalam Sehari, 174 Kendaraan Tanpa SIKM Coba Masuk ke Jakarta								x	
2117	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=2	Wapres Ma'ruf Pastikan Tak akan Ada 'Korban' dari Reformasi Birokrasi 								x	
2118	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=2	Update 29 Mei 2020, 8 Provinsi Tanpa Penambahan Kasus Baru Covid-19								pos	
2119	https://indeks.kompas.com/?site=nasional&date=2020-05-29&page=2	Demi Serap Tenaga Kerja, Proyek Irigasi Digarap Tanpa Alat Berat								x	
